# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 20 06:02:50 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
Kepler-933 b,Kepler-933,1,Transit,14.20443009,0.104100,2.460,6.62000,61.32,602,5346.00,0.84,0.87,19h18m16.45s,289.5685257,+43d32m18.76s,43.5385438,1017.2000000
Kepler-934 b,Kepler-934,1,Transit,55.67383090,0.265800,2.090,5.02000,4.72,384,5001.00,0.77,0.81,19h21m09.23s,290.2884494,+43d45m18.94s,43.7552623,608.7380000
Kepler-935 b,Kepler-935,1,Transit,4.88083852,0.052700,1.350,2.39000,94.61,879,4830.00,0.73,0.78,19h40m05.21s,295.0217193,+46d37m09.12s,46.6192011,471.7820000
Kepler-936 b,Kepler-936,1,Transit,10.56134221,0.095400,1.450,2.70000,133.56,867,5482.00,0.89,0.92,19h34m18.67s,293.5777958,+46d44m10.66s,46.7362953,823.3990000
Kepler-937 b,Kepler-937,1,Transit,67.66882700,0.321400,3.720,13.40000,20.63,495,6095.00,1.22,1.15,19h36m40.52s,294.1688142,+46d42m52.62s,46.7146161,1571.4600000
Kepler-937 c,Kepler-937,1,Transit,153.34336400,0.554500,2.670,7.61000,6.93,377,6095.00,1.22,1.15,19h36m40.52s,294.1688142,+46d42m52.62s,46.7146161,1571.4600000
Kepler-938 b,Kepler-938,1,Transit,52.62984170,0.268900,2.220,5.56000,8.57,544,5533.00,0.89,0.92,19h39m09.37s,294.7890593,+46d59m02.17s,46.9839352,1182.0500000
Kepler-939 b,Kepler-939,1,Transit,14.87829600,0.115300,1.750,3.71000,54.19,692,5471.00,0.85,0.88,19h35m27.75s,293.8656181,+47d01m36.53s,47.0268148,2093.6200000
Kepler-94 b,Kepler-94,1,Transit,2.50806000,0.031060,3.510,10.84000,216.09,997,4781.00,0.76,0.81,18h44m46.74s,281.1947316,+47d29m50.14s,47.4972606,191.9040000
Kepler-94 c,Kepler-94,1,Radial Velocity,820.30000000,,12.500,3126.00000,,,4781.00,0.76,0.81,18h44m46.74s,281.1947316,+47d29m50.14s,47.4972606,191.9040000
Kepler-940 b,Kepler-940,1,Transit,59.62252570,0.305900,3.340,11.10000,10.52,486,5769.00,0.96,0.97,19h36m57.91s,294.2413053,+47d16m33.47s,47.2759642,1260.7800000
Kepler-941 b,Kepler-941,1,Transit,17.42395198,0.131100,3.080,9.69000,47.03,722,5539.00,0.86,0.89,19h37m18.30s,294.3262617,+47d13m03.17s,47.2175461,1088.3600000
Kepler-942 b,Kepler-942,1,Transit,44.96417488,0.229800,2.130,5.18000,4.96,379,4861.00,0.75,0.81,19h39m49.22s,294.9550809,+44d08m59.83s,44.1499518,216.3540000
Kepler-943 b,Kepler-943,1,Transit,49.77014380,0.255900,5.930,29.50000,10.16,455,5612.00,0.91,0.93,18h57m05.74s,284.2739322,+41d32m05.93s,41.5349809,2300.5300000
Kepler-944 b,Kepler-944,1,Transit,43.31677370,0.228800,2.630,7.41000,20.17,459,5409.00,0.83,0.86,19h34m24.31s,293.6012911,+42d22m47.25s,42.3797910,1349.4300000
Kepler-945 b,Kepler-945,1,Transit,31.00338140,0.203700,2.630,7.41000,31.70,616,5718.00,0.97,0.97,19h25m04.74s,291.2697354,+42d05m45.71s,42.0960305,1651.2500000
Kepler-946 b,Kepler-946,1,Transit,11.79162572,0.100200,1.930,4.38000,124.07,857,5665.00,0.93,0.94,20h03m43.09s,300.9295551,+44d01m43.22s,44.0286710,1137.2900000
Kepler-947 b,Kepler-947,1,Transit,26.96443170,0.177300,2.280,5.82000,51.95,573,5508.00,0.87,0.90,19h37m28.02s,294.3667312,+42d15m09.51s,42.2526408,1730.7800000
Kepler-948 b,Kepler-948,1,Transit,7.76846622,0.074900,1.850,4.08000,126.20,841,5679.00,0.94,0.96,19h33m12.07s,293.3002774,+41d31m23.97s,41.5233244,868.0170000
Kepler-949 b,Kepler-949,1,Transit,8.68930730,0.077400,2.910,8.80000,58.44,782,5403.00,0.86,0.89,19h54m25.90s,298.6079128,+46d27m13.18s,46.4536600,486.1050000
Kepler-95 b,Kepler-95,1,Transit,11.52310000,0.101700,3.420,13.00000,178.83,927,5699.00,1.41,1.08,18h57m55.78s,284.4824281,+44d23m52.41s,44.3978910,445.6560000
Kepler-950 b,Kepler-950,1,Transit,98.71804060,0.398200,8.980,59.60000,3.97,360,5857.00,1.02,1.02,19h11m49.58s,287.9565768,+41d07m49.02s,41.1302834,2161.6000000
Kepler-951 b,Kepler-951,2,Transit,71.52530845,0.309100,5.590,26.70000,2.47,340,4834.00,0.73,0.77,19h10m57.02s,287.7375794,+38d06m52.74s,38.1146488,382.5090000
Kepler-952 b,Kepler-952,1,Transit,130.35469190,0.518300,7.650,45.40000,5.05,369,5730.00,0.99,1.00,19h01m29.25s,285.3718781,+41d59m37.93s,41.9938697,1304.2500000
Kepler-953 b,Kepler-953,1,Transit,88.40655258,0.392000,4.210,16.50000,5.84,410,5416.00,0.99,0.95,19h15m53.19s,288.9716297,+44d37m28.72s,44.6246451,258.8930000
Kepler-953 c,Kepler-953,1,Transit,9.10967112,0.086200,1.190,1.81000,121.04,873,5416.00,0.99,0.95,19h15m53.19s,288.9716297,+44d37m28.72s,44.6246451,258.8930000
Kepler-954 b,Kepler-954,1,Transit,16.78176602,0.118000,2.320,5.99000,21.53,545,4990.00,0.76,0.82,19h43m26.26s,295.8594318,+47d56m22.56s,47.9396001,215.8140000
Kepler-955 b,Kepler-955,1,Transit,14.53244172,0.108300,3.130,9.96000,33.09,664,5350.00,0.84,0.89,19h13m53.16s,288.4714969,+40d16m11.34s,40.2698157,550.3830000
Kepler-956 b,Kepler-956,1,Transit,5.24867263,0.059600,3.000,9.27000,307.06,1056,6040.00,1.15,1.10,19h30m07.40s,292.5308289,+49d03m41.96s,49.0616555,544.9390000
Kepler-957 b,Kepler-957,1,Transit,5.90741354,0.055900,5.500,25.90000,124.91,769,4963.00,0.75,0.81,19h20m37.53s,290.1563633,+48d49m08.30s,48.8189710,824.6880000
Kepler-958 b,Kepler-958,1,Transit,9.76788050,0.085200,2.060,4.90000,73.59,749,5421.00,0.86,0.91,19h09m01.60s,287.2566578,+46d04m00.21s,46.0667247,449.7730000
Kepler-959 b,Kepler-959,1,Transit,14.80074836,0.163300,4.380,17.60000,165.87,1912,7005.00,2.01,1.60,19h28m41.08s,292.1711850,+40d48m40.99s,40.8113849,807.7290000
Kepler-96 b,Kepler-96,1,Transit,16.23850000,0.123500,2.670,8.46000,57.52,711,5690.00,1.02,1.00,19h48m16.76s,297.0698263,+40d31m30.73s,40.5252039,122.8810000
Kepler-960 b,Kepler-960,1,Transit,3.12686223,0.041400,2.290,5.86000,129.22,1391,4755.00,0.72,0.77,18h45m49.73s,281.4572217,+46d44m47.59s,46.7465538,284.9160000
Kepler-961 b,Kepler-961,1,Transit,16.87727414,0.124500,2.550,7.04000,40.40,642,5582.00,0.90,0.96,18h48m08.52s,282.0354942,+43d37m52.50s,43.6312491,574.3140000
Kepler-962 b,Kepler-962,1,Transit,12.05707239,0.098400,1.970,4.54000,53.82,689,5478.00,0.86,0.93,19h41m15.17s,295.3131906,+46d14m15.01s,46.2375024,411.4860000
Kepler-963 b,Kepler-963,1,Transit,9.97683705,0.084900,2.660,7.56000,83.49,802,5461.00,0.87,0.91,19h47m00.71s,296.7529742,+45d02m27.98s,45.0411049,771.4940000
Kepler-964 b,Kepler-964,1,Transit,13.52251060,0.106300,2.120,5.14000,43.92,652,5427.00,0.84,0.93,19h41m12.02s,295.3000650,+40d33m23.69s,40.5565792,454.6260000
Kepler-965 b,Kepler-965,1,Transit,134.25272980,0.512000,3.380,11.40000,4.98,393,5886.00,1.15,1.05,19h54m03.68s,298.5153169,+41d53m28.43s,41.8912305,582.8280000
Kepler-966 b,Kepler-966,1,Transit,99.74762200,0.390700,4.130,16.00000,10.97,391,5840.00,1.02,1.02,19h49m04.94s,297.2705760,+50d07m18.61s,50.1218365,1027.8000000
Kepler-967 b,Kepler-967,1,Transit,13.22713379,0.102700,2.350,6.12000,39.10,638,5178.00,0.80,0.84,19h06m13.92s,286.5580128,+38d24m18.87s,38.4052418,568.5460000
Kepler-967 c,Kepler-967,1,Transit,198.71125020,0.625300,3.650,12.90000,1.05,258,5178.00,0.80,0.84,19h06m13.92s,286.5580128,+38d24m18.87s,38.4052418,568.5460000
Kepler-968 b,Kepler-968,1,Transit,3.69298373,0.038900,2.000,4.66000,103.91,745,4598.00,0.70,0.76,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.3240000
Kepler-968 c,Kepler-968,1,Transit,5.70940492,0.052000,1.690,3.50000,58.15,644,4598.00,0.70,0.76,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.3240000
Kepler-968 d,Kepler-968,1,Transit,7.68500000,0.063400,2.580,11.02000,27.35,613,4413.00,0.67,0.68,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.3240000
Kepler-969 b,Kepler-969,1,Transit,34.17317140,0.202700,2.070,4.94000,10.17,465,5214.00,0.82,0.92,19h13m29.40s,288.3724989,+47d56m00.83s,47.9335642,390.3540000
Kepler-969 c,Kepler-969,1,Transit,1.68293460,0.027200,0.990,0.93700,564.58,1270,5214.00,0.82,0.92,19h13m29.40s,288.3724989,+47d56m00.83s,47.9335642,390.3540000
Kepler-97 b,Kepler-97,1,Transit,2.58664000,0.035600,1.480,3.51000,767.96,1328,5779.00,0.98,0.94,19h09m18.37s,287.3265292,+48d40m24.04s,48.6733443,400.9070000
Kepler-97 c,Kepler-97,1,Radial Velocity,789.00000000,,,344.00000,,,5779.00,0.98,0.94,19h09m18.37s,287.3265292,+48d40m24.04s,48.6733443,400.9070000
Kepler-970 b,Kepler-970,2,Transit,16.73652231,0.110700,2.770,8.10000,11.11,464,4511.00,0.67,0.70,19h18m30.05s,289.6252192,+40d42m31.45s,40.7087351,331.5450000
Kepler-971 b,Kepler-971,1,Transit,9.59070716,0.082700,2.130,5.18000,82.77,1087,5431.00,0.85,0.88,18h56m22.70s,284.0945699,+41d10m58.13s,41.1828131,338.5220000
Kepler-972 b,Kepler-972,1,Transit,7.03932553,0.073400,4.650,19.50000,266.51,1060,6146.00,1.22,1.15,19h43m18.88s,295.8286790,+43d25m31.57s,43.4254371,1198.0300000
Kepler-973 b,Kepler-973,1,Transit,49.60773310,0.250800,1.960,4.50000,7.89,402,5213.00,0.78,0.86,19h20m39.68s,290.1653203,+49d55m25.73s,49.9238126,328.5200000
Kepler-974 b,Kepler-974,1,Transit,4.19449651,0.041900,1.570,3.09000,28.51,577,3687.00,0.50,0.52,19h00m03.15s,285.0131082,+40d13m15.44s,40.2209547,134.3110000
Kepler-975 b,Kepler-975,1,Transit,1.97034246,0.030300,1.480,2.79000,328.70,1599,4897.00,0.75,0.80,19h22m11.64s,290.5485100,+38d29m42.87s,38.4952415,426.0880000
Kepler-976 b,Kepler-976,1,Transit,105.95641480,0.421700,3.960,14.90000,2.66,324,5232.00,0.83,0.87,19h19m28.71s,289.8696232,+46d43m46.87s,46.7296855,1012.4100000
Kepler-977 b,Kepler-977,1,Transit,26.85328322,0.162000,2.620,7.37000,13.96,544,5315.00,0.83,0.87,19h26m03.89s,291.5161959,+42d14m53.06s,42.2480736,568.7510000
Kepler-978 b,Kepler-978,1,Transit,49.62215090,0.272600,2.990,9.22000,20.99,546,6002.00,1.09,1.07,19h06m50.57s,286.7107166,+43d02m36.09s,43.0433585,682.5220000
Kepler-979 b,Kepler-979,1,Transit,8.08801350,0.075300,2.720,7.85000,77.84,792,5310.00,0.83,0.87,20h01m29.09s,300.3712023,+46d24m29.47s,46.4081872,576.5030000
Kepler-98 b,Kepler-98,1,Transit,1.54168000,0.025600,1.990,3.55000,1107.39,1592,5539.00,1.11,0.99,19h02m38.81s,285.6616933,+37d57m52.44s,37.9645672,350.3150000
Kepler-980 b,Kepler-980,1,Transit,11.55102504,0.100500,2.670,7.61000,170.14,845,5935.00,1.06,1.05,19h38m27.12s,294.6129869,+45d03m36.63s,45.0601740,961.4680000
Kepler-981 b,Kepler-981,1,Transit,4.46975774,0.053500,2.310,5.95000,337.47,1103,5718.00,0.96,0.98,19h16m59.74s,289.2489051,+47d39m00.41s,47.6501141,878.0820000
Kepler-982 b,Kepler-982,1,Transit,15.77382210,0.129100,2.250,5.69000,185.20,955,6139.00,1.29,1.16,19h13m40.24s,288.4176803,+46d35m25.63s,46.5904531,801.4790000
Kepler-983 b,Kepler-983,1,Transit,60.08550820,0.314800,2.360,6.17000,31.00,485,6052.00,1.08,1.13,19h00m25.01s,285.1042243,+45d00m29.07s,45.0080745,714.4370000
Kepler-984 b,Kepler-984,1,Transit,43.03422720,0.232700,2.120,5.14000,13.99,484,5610.00,0.93,0.96,19h47m50.13s,296.9588566,+46d23m38.64s,46.3940661,460.1880000
Kepler-985 b,Kepler-985,1,Transit,116.33190100,0.445100,2.980,9.17000,2.59,323,5434.00,0.85,0.91,19h20m34.64s,290.1443390,+44d02m59.57s,44.0498808,679.3610000
Kepler-986 b,Kepler-986,1,Transit,56.43499380,0.276000,2.360,6.17000,10.86,465,5642.00,0.98,0.96,19h32m22.57s,293.0940391,+42d53m47.20s,42.8964457,548.3640000
Kepler-987 b,Kepler-987,1,Transit,105.30331480,0.423800,3.260,10.70000,3.85,351,5637.00,0.91,0.97,19h17m38.65s,289.4110582,+46d07m51.04s,46.1308443,914.1260000
Kepler-988 b,Kepler-988,1,Transit,17.76080053,0.108500,2.070,4.94000,6.56,368,4005.00,0.53,0.55,19h22m49.98s,290.7082585,+42d14m14.01s,42.2372245,304.8890000
Kepler-989 b,Kepler-989,1,Transit,7.96431535,0.073400,2.210,5.52000,74.35,805,5074.00,0.78,0.82,18h46m19.87s,281.5827983,+47d14m00.48s,47.2334674,491.9780000
Kepler-99 b,Kepler-99,2,Transit,4.60358000,0.050300,1.480,6.15000,108.04,810,4782.00,0.73,0.79,19h49m24.96s,297.3539994,+41d18m00.16s,41.3000452,208.3690000
Kepler-990 b,Kepler-990,1,Transit,9.91723428,0.088300,2.600,7.27000,157.41,903,5948.00,1.08,1.05,19h51m45.16s,297.9381813,+46d52m52.75s,46.8813194,802.1630000
Kepler-990 c,Kepler-990,1,Transit,0.53835431,0.012700,1.530,2.96000,7609.22,2386,5948.00,1.08,1.05,19h51m45.16s,297.9381813,+46d52m52.75s,46.8813194,802.1630000
Kepler-991 b,Kepler-991,1,Transit,82.53425190,0.310400,2.540,6.99000,1.37,260,4392.00,0.61,0.64,19h48m21.73s,297.0905543,+49d37m35.35s,49.6264867,389.5610000
Kepler-992 b,Kepler-992,1,Transit,20.16034462,0.133900,1.620,3.26000,15.29,510,4944.00,0.74,0.80,18h57m43.30s,284.4304085,+47d38m29.98s,47.6416613,259.6390000
Kepler-993 b,Kepler-993,1,Transit,22.08557563,0.130000,2.970,9.11000,3.95,352,3843.00,0.54,0.57,19h30m27.39s,292.6141076,+44d23m40.79s,44.3946644,324.4230000
Kepler-994 b,Kepler-994,1,Transit,1.15116651,0.017700,1.600,3.19000,243.98,957,3934.00,0.54,0.56,19h16m17.30s,289.0720752,+47d24m24.90s,47.4069180,188.1580000
Kepler-995 b,Kepler-995,1,Transit,28.26731672,0.170100,2.700,7.75000,11.92,517,5206.00,0.80,0.83,18h58m27.77s,284.6157154,+39d07m51.59s,39.1309980,609.6380000
Kepler-996 b,Kepler-996,1,Transit,3.77059058,0.047400,1.980,4.58000,723.08,1272,6014.00,1.14,1.09,19h27m39.06s,291.9127633,+41d32m00.92s,41.5335891,1216.5800000
Kepler-997 b,Kepler-997,1,Transit,2.70730672,0.039700,1.360,2.42000,1900.13,1709,6150.00,1.56,1.22,19h16m56.01s,289.2333767,+49d56m20.02s,49.9388952,467.5680000
Kepler-998 b,Kepler-998,1,Transit,5.65377733,0.062600,2.320,5.99000,409.92,1020,6058.00,1.18,1.12,19h47m01.00s,296.7541629,+49d12m31.35s,49.2087085,986.3640000
Kepler-999 b,Kepler-999,1,Transit,5.99185702,0.068100,2.340,6.08000,740.17,1355,6237.00,1.65,1.29,19h58m38.52s,299.6604865,+46d11m54.48s,46.1984679,545.0630000
L 168-9 b,L 168-9,1,Transit,1.40150000,0.020910,1.390,4.60000,149.37,965,3800.00,0.60,0.62,23h20m06.86s,350.0285917,-60d03m56.63s,-60.0657292,25.1496000
L 98-59 b,L 98-59,1,Transit,2.25310000,0.022820,0.800,1.01000,23.90,610,3412.00,0.31,0.31,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000
L 98-59 c,L 98-59,1,Transit,3.69040000,0.031700,1.350,2.42000,12.40,517,3412.00,0.31,0.31,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000
L 98-59 d,L 98-59,1,Transit,7.45120000,0.050600,1.570,2.31000,4.85,409,3412.00,0.31,0.31,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000
LHS 1140 b,LHS 1140,1,Transit,24.73694000,0.095700,1.635,6.38000,0.50,379,3216.00,0.21,0.19,00h44m59.67s,11.2486320,-15d16m26.79s,-15.2741085,14.9861000
LHS 1140 c,LHS 1140,1,Transit,3.77792000,0.027340,1.169,1.76000,6.16,709,3216.00,0.21,0.19,00h44m59.67s,11.2486320,-15d16m26.79s,-15.2741085,14.9861000
LHS 1478 b,LHS 1478,1,Transit,1.94953780,0.018480,1.242,2.33000,23.37,595,3381.00,0.25,0.24,02h57m21.33s,44.3388743,+76d33m05.06s,76.5514045,18.2276000
LHS 1815 b,LHS 1815,1,Transit,3.81433000,0.040400,1.088,8.70000,17.80,617,3643.00,0.50,0.50,06h04m21.60s,91.0899861,-55d18m41.54s,-55.3115376,29.8424000
LHS 3844 b,LHS 3844,1,Transit,0.46292913,0.006220,1.303,2.25000,70.10,805,3036.00,0.19,0.15,22h41m59.09s,340.4962038,-69d10m19.59s,-69.1721081,14.8846000
LP 714-47 b,LP 714-47,1,Transit,4.05203700,0.041700,4.700,30.80000,17.22,700,3950.00,0.58,0.59,04h16m45.65s,64.1902212,-12d05m05.51s,-12.0848643,52.6160000
LP 791-18 b,LP 791-18,1,Transit,0.94800500,0.009690,1.120,1.46000,21.50,650,2960.00,0.17,0.14,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927000
LP 791-18 c,LP 791-18,1,Transit,4.98996300,0.029392,2.310,5.95000,2.35,370,2960.00,0.17,0.14,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927000
LSPM J2116+0234 b,LSPM J2116+0234,1,Radial Velocity,14.43990000,0.087600,3.710,13.30000,,,3475.00,0.43,0.43,21h16m27.54s,319.1147513,+02d34m50.78s,2.5807711,17.6297000
LTT 1445 A b,LTT 1445 A,3,Transit,5.35882000,0.038070,1.380,2.20000,5.27,433,3337.00,0.28,0.26,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.8692900
LTT 3780 b,LTT 3780,2,Transit,0.76844800,0.012110,1.332,2.62000,106.00,892,3331.00,0.37,0.40,10h18m34.78s,154.6449033,-11d43m04.08s,-11.7178010,21.9814000
LTT 3780 c,LTT 3780,2,Transit,12.25190000,0.076730,2.300,8.60000,2.63,353,3331.00,0.37,0.40,10h18m34.78s,154.6449033,-11d43m04.08s,-11.7178010,21.9814000
LTT 9779 b,LTT 9779,1,Transit,0.79205200,0.016790,4.720,29.32000,2681.61,1978,5443.00,0.95,0.77,23h54m40.53s,358.6688767,-37d37m41.61s,-37.6282237,80.4373000
LkCa 15 b,LkCa 15,1,Imaging,,14.700000,,,,,4194.00,1.61,,04h39m17.80s,69.8241791,+22d21m03.12s,22.3508662,158.1520000
LkCa 15 c,LkCa 15,1,Imaging,,18.600000,,,,,4194.00,1.61,,04h39m17.80s,69.8241791,+22d21m03.12s,22.3508662,158.1520000
Lupus-TR-3 b,Lupus-TR-3,1,Transit,3.91405000,0.046400,9.976,257.43100,,,5000.00,0.82,0.87,15h30m18.59s,232.5774696,-42d58m47.81s,-42.9799461,773.4090000
MASCARA-1 b,MASCARA-1,1,Transit,2.14878000,0.043000,16.814,1175.97100,,2570,7554.00,2.10,1.72,21h10m12.37s,317.5515264,+10d44m20.03s,10.7388967,182.2730000
MASCARA-4 b,MASCARA-4,2,Transit,2.82406000,0.047000,17.150,985.27300,,2100,7800.00,1.92,1.75,09h50m19.22s,147.5800667,-66d06m50.13s,-66.1139253,170.6960000
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,Microlensing,,0.620000,1.630,3.30000,,,,,0.06,18h08m03.80s,272.0158250,-27d09m00.27s,-27.1500750,1000.0000000
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,Microlensing,,6.500000,13.900,260.00000,,103,,,0.30,18h09m41.98s,272.4249170,-29d13m26.95s,-29.2241528,5800.0000000
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,Microlensing,,1.100000,5.180,23.40000,,,,,0.21,17h54m14.53s,268.5605420,-34d46m40.99s,-34.7780528,7700.0000000
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,Microlensing,,2.700000,13.000,1300.00000,,,,,0.56,17h58m49.44s,269.7060000,-30d11m48.95s,-30.1969306,3300.0000000
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,Microlensing,2774.00000000,3.200000,3.210,10.40000,,,,,0.56,17h48m05.95s,267.0081250,-35d00m19.5s,-35.0054111,3040.0000000
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,Microlensing,,2.030000,9.640,67.30000,,,,,0.52,18h06m58.13s,271.7422080,-26d49m10.9s,-26.8196917,7050.0000000
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,Microlensing,1982.00000000,1.800000,13.200,830.00000,,,,,0.19,17h53m50.79s,268.4616250,-33d59m25.0s,-33.9903333,5690.0000000
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,Microlensing,,1.210000,12.400,3500.00000,,,,,0.16,18h10m11.342s,272.5472580,-26d31m22.544s,-26.5229319,2800.0000000
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,Microlensing,,2.420000,14.200,170.00000,,,,,0.58,18h07m49.67s,271.9569700,-25d20m40.7s,-25.3446388,3500.0000000
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,Microlensing,,0.920000,2.990,9.20000,,,,,0.11,17h57m59.12s,269.4963330,-30d42m54.63s,-30.7151750,810.0000000
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,Microlensing,,1.720000,11.100,86.00000,,,,,0.18,18h05m12.94s,271.3039170,-27d17m35.64s,-27.2932333,6430.0000000
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,Microlensing,,2.000000,13.600,480.00000,,,5950.00,,0.67,18h06m07.44s,271.5310060,-31d27m16.1s,-31.4544773,2300.0000000
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,Microlensing,,4.140000,5.990,30.00000,,,,,0.75,18h03m24.96s,270.8540000,-29d12m48.3s,-29.2134167,7380.0000000
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,Microlensing,,0.950000,4.290,17.00000,,,,,0.11,18h00m23.48s,270.0978330,-31d14m42.93s,-31.2452583,7200.0000000
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,Microlensing,,0.690000,4.430,18.00000,,,,,0.15,17h55m28.29s,268.8678890,-29d10m14.4s,-29.1706657,4400.0000000
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,Microlensing,547.50000000,1.100000,12.900,1500.00000,,,,,0.86,17h55m39.35s,268.9139580,-28d28m36.65s,-28.4768472,7720.0000000
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,Microlensing,,4.300000,12.400,3690.00000,,,,,0.39,18h04m53.6s,271.2233330,-27d13m15.4s,-27.2209444,7560.0000000
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,Microlensing,,10.200000,12.600,2700.00000,,,,,0.49,18h01m46.31s,270.4429630,-29d06m31.6s,-29.1087780,5300.0000000
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,Microlensing,,0.900000,2.480,6.70000,,,,,0.10,17h52m34.34s,268.1430970,-32d02m24.33s,-32.0400925,7210.0000000
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,Microlensing,,3.030000,13.200,871.00000,,,,,0.88,18h03m56.5s,270.9854170,-29d32m41s,-29.5447222,6720.0000000
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,Microlensing,,0.930000,1.620,3.24000,,,,,0.02,17h58m42.85s,272.0192570,-29d23m53.66s,-29.7315826,850.0000000
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,Microlensing,,0.240000,6.420,33.70000,,,,,0.01,18h07m47.69s,271.9487000,-28d10m13.00s,-28.1702785,7100.0000000
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,Microlensing,,1.390000,13.200,890.00000,,,,,0.29,18h05m53.70s,271.4737550,-27d42m51.43s,-27.7142868,6500.0000000
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,Microlensing,,0.950000,14.100,200.00000,,,,,0.15,17h54m58.13s,268.7422180,-29d45m01.67s,-29.7504635,6800.0000000
MOA-bin-1L b,MOA-bin-1L,1,Microlensing,,8.300000,13.000,1200.00000,,,,,0.75,17h51m10.20s,261.7925000,-29d47m38.3s,-29.7939722,5100.0000000
MOA-bin-29 b,MOA-bin-29,1,Microlensing,,0.480000,14.100,190.00000,,,,,0.03,17h57m30.23s,269.3759583,-29d44m11.63s,-29.7365639,7120.0000000
MXB 1658-298 b,MXB 1658-298,2,Eclipse Timing Variations,760.00000000,1.613000,12.000,7532.57100,,,,,1.98,17h02m06.54s,255.5272522,-29d56m44.1s,-29.9455833,
NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,Radial Velocity,121.71000000,0.530000,12.700,2126.28270,,,4284.00,39.59,9.06,08h49m56.81s,132.4866957,+11d41m32.94s,11.6924845,817.1920000
NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,Radial Velocity,511.21000000,,13.300,692.86940,,,4200.00,21.02,1.37,08h51m17.47s,132.8228085,+11d45m22.67s,11.7562959,821.9180000
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,Radial Velocity,6.95900000,,12.300,101.70560,,,5780.00,0.99,1.01,08h51m00.79s,132.7533077,+11d48m52.75s,11.8146537,872.9200000
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,Radial Velocity,5.11800000,,14.000,127.13200,,,5725.00,0.89,0.96,08h51m00.75s,132.7531307,+11d53m11.45s,11.8865128,914.2210000
